2021-09-22 15:17:14,105.42
2021-09-22 15:22:14,162.83
2021-09-22 15:27:14,161.23
2021-09-22 15:32:14,178.36
2021-09-22 15:37:15,89.55
2021-09-22 15:42:15,78.78
2021-09-22 15:47:15,136.82
2021-09-22 15:52:15,171.03
2021-09-22 15:57:15,185.52
2021-09-22 16:02:15,152.92
2021-09-22 16:07:15,173.89
2021-09-22 16:12:15,109.03
2021-09-22 16:17:15,196.52
2021-09-22 16:22:15,71.5
2021-09-22 16:27:14,96.48
2021-09-22 16:32:14,148.85
2021-09-22 16:37:14,164.55
2021-09-22 16:42:14,275.19
2021-09-22 16:47:14,171.54
2021-09-22 16:52:14,216.98
2021-09-22 16:57:14,145.7
2021-09-22 17:02:14,130.23
2021-09-22 17:07:14,218.75
2021-09-22 17:12:15,183.46
2021-09-22 17:17:14,174.35
2021-09-22 17:22:15,140.43
2021-09-22 17:27:15,208.04
2021-09-22 17:32:15,85.66
2021-09-22 17:37:15,139.74
2021-09-22 17:42:15,226.83
2021-09-22 17:47:15,160.88
2021-09-22 17:52:15,208.73
2021-09-22 17:57:15,237.89
2021-09-22 18:02:14,159.17
2021-09-22 18:07:14,171.66
2021-09-22 18:12:14,185.35
2021-09-22 18:17:14,198.64
2021-09-22 18:22:14,159.22
2021-09-22 18:27:14,97.75
2021-09-22 18:32:14,76.49
2021-09-22 18:37:15,278.22
2021-09-22 18:42:15,61.25
2021-09-22 18:47:15,100.78
2021-09-22 18:52:15,110.98
2021-09-22 18:57:14,113.1
2021-09-22 19:02:14,102.62
2021-09-22 19:07:14,165.3
2021-09-22 19:12:15,134.01
2021-09-22 19:17:15,177.39
2021-09-22 19:22:15,245.62
2021-09-22 19:27:15,130.23
2021-09-22 19:32:15,138.02
2021-09-22 19:37:15,135.56
2021-09-22 19:42:15,212.85
2021-09-22 19:47:15,49.33
2021-09-22 19:52:15,146.39
2021-09-22 19:57:15,244.25
2021-09-22 20:02:15,260.58
2021-09-22 20:07:14,124.16
2021-09-22 20:12:14,212.45
2021-09-22 20:17:14,192.85
2021-09-22 20:22:14,160.48
2021-09-22 20:27:14,175.55
2021-09-22 20:32:14,170.8
2021-09-22 20:37:15,102.84
2021-09-22 20:42:15,162.03
2021-09-22 20:47:15,122.21
2021-09-22 20:52:15,132.58
2021-09-22 20:57:15,170.97
2021-09-22 21:02:15,205.57
2021-09-22 21:07:15,160.94
2021-09-22 21:12:15,156.53
2021-09-22 21:17:15,142.78
2021-09-22 21:22:15,99.69
2021-09-22 21:27:15,149.02
2021-09-22 21:32:15,208.38
2021-09-22 21:37:15,203
2021-09-22 21:42:14,220.41
2021-09-22 21:47:14,165.81
2021-09-22 21:52:14,211.36
2021-09-22 21:57:14,125.71
2021-09-22 22:02:14,172.34
2021-09-22 22:07:14,158.25
2021-09-22 22:12:15,144.15
2021-09-22 22:17:15,116.19
2021-09-22 22:22:15,85.66
2021-09-22 22:27:15,172.97
2021-09-22 22:32:15,90.24
2021-09-22 22:37:15,205.35
2021-09-22 22:42:15,176.76
2021-09-22 22:47:15,94.31
2021-09-22 22:52:15,139
2021-09-22 22:57:15,141.98
2021-09-22 23:02:15,183.06
2021-09-22 23:07:15,149.43
2021-09-22 23:12:15,122.1
2021-09-22 23:17:14,74.83
2021-09-22 23:22:14,178.76
2021-09-22 23:27:14,124.16
2021-09-22 23:32:14,190.79
2021-09-22 23:37:15,49.22
2021-09-22 23:42:15,96.37
2021-09-22 23:47:15,133.84
2021-09-22 23:52:15,151.26
2021-09-22 23:57:15,138.48
2021-09-23 00:02:15,132.52
2021-09-23 00:07:15,166.1
2021-09-23 00:12:15,132.92
2021-09-23 00:17:15,160.2
2021-09-23 00:22:15,204.94
2021-09-23 00:27:15,190.1
2021-09-23 00:32:15,164.04
2021-09-23 00:37:15,133.96
2021-09-23 00:42:15,63.71
2021-09-23 00:47:14,107.14
2021-09-23 00:52:15,186.44
2021-09-23 00:57:14,131.38
2021-09-23 01:02:14,185.46
2021-09-23 01:07:14,179.79
2021-09-23 01:12:15,155.5
2021-09-23 01:17:15,165.3
2021-09-23 01:22:15,139.97
2021-09-23 01:27:15,139.63
2021-09-23 01:32:15,143.12
2021-09-23 01:37:15,159.28
2021-09-23 01:42:15,71.96
2021-09-23 01:47:15,80.61
2021-09-23 01:52:15,49.96
2021-09-23 01:57:15,125.07
2021-09-23 02:02:15,127.31
2021-09-23 02:07:15,175.15
2021-09-23 02:12:15,186.9
2021-09-23 02:17:14,189.42
2021-09-23 02:22:14,162.49
2021-09-23 02:27:15,214.23
2021-09-23 02:32:15,164.49
2021-09-23 02:37:15,172.17
2021-09-23 02:42:15,148.57
2021-09-23 02:47:15,223.91
2021-09-23 02:52:15,207.24
2021-09-23 02:57:15,184.83
2021-09-23 03:02:15,274.5
2021-09-23 03:07:15,163.35
2021-09-23 03:12:15,73.97
2021-09-23 03:17:15,161.11
2021-09-23 03:22:15,175.78
2021-09-23 03:27:15,177.56
2021-09-23 03:32:15,243.62
2021-09-23 03:37:15,147.88
2021-09-23 03:42:15,174.58
2021-09-23 03:47:15,114.25
2021-09-23 03:52:14,220.7
2021-09-23 03:57:14,164.55
2021-09-23 04:02:15,98.49
2021-09-23 04:07:15,194.92
2021-09-23 04:12:15,183.97
2021-09-23 04:17:15,191.42
2021-09-23 04:22:15,181.97
2021-09-23 04:27:15,167.01
2021-09-23 04:32:15,217.32
2021-09-23 04:37:15,168.39
2021-09-23 04:42:15,221.62
2021-09-23 04:47:15,109.95
2021-09-23 04:52:15,231.19
2021-09-23 04:57:15,174.18
2021-09-23 05:02:15,158.59
2021-09-23 05:07:15,183.92
2021-09-23 05:12:15,171.2
2021-09-23 05:17:15,193.03
2021-09-23 05:22:14,177.96
2021-09-23 05:27:15,202.25
2021-09-23 05:32:15,176.01
2021-09-23 05:37:15,186.21
2021-09-23 05:42:15,160.54
2021-09-23 05:47:15,194.34
2021-09-23 05:52:15,166.56
2021-09-23 05:57:15,185.81
2021-09-23 06:02:15,179.68
2021-09-23 06:07:15,154.12
2021-09-23 06:12:15,179.1
2021-09-23 06:17:15,161.57
2021-09-23 06:22:15,189.76
2021-09-23 06:27:15,158.08
2021-09-23 06:32:15,196.12
2021-09-23 06:37:15,145.76
2021-09-23 06:42:15,153.49
2021-09-23 06:47:15,193.08
2021-09-23 06:52:15,170.05
2021-09-23 06:57:14,204.54
2021-09-23 07:02:15,217.84
2021-09-23 07:07:15,150.63
2021-09-23 07:12:15,179.68
2021-09-23 07:17:15,204.54
2021-09-23 07:22:15,211.19
2021-09-23 07:27:15,161.34
2021-09-23 07:32:15,136.02
2021-09-23 07:37:15,194.12
2021-09-23 07:42:15,209.13
2021-09-23 07:47:15,197.38
2021-09-23 07:52:15,216.12
2021-09-23 07:57:15,182.03
2021-09-23 08:02:15,200.76
2021-09-23 08:07:15,174.23
2021-09-23 08:12:15,163.52
2021-09-23 08:17:15,229.7
2021-09-23 08:22:14,174.69
2021-09-23 08:27:15,174.64
2021-09-23 08:32:15,199.84
2021-09-23 08:37:15,204.54
2021-09-23 08:42:15,168.22
2021-09-23 08:47:15,200.48
2021-09-23 08:52:15,252.5
2021-09-23 08:57:15,182.66
2021-09-23 09:02:15,205.63
2021-09-23 09:07:15,218.12
2021-09-23 09:12:15,201.56
2021-09-23 09:17:15,157.5
2021-09-23 09:22:15,156.82
2021-09-23 09:27:15,170.11
2021-09-23 09:32:15,174.35
2021-09-23 09:37:15,131.95
2021-09-23 09:42:16,163.75
2021-09-23 09:47:15,198.53
2021-09-23 09:52:15,170.57
2021-09-23 09:57:15,74.37
2021-09-23 10:02:15,163.23
2021-09-23 10:07:15,176.98
2021-09-23 10:12:15,69.96
2021-09-23 10:17:15,77.98
2021-09-23 10:22:15,70.01
2021-09-23 10:27:15,148.91
2021-09-23 10:32:15,120.43
2021-09-23 10:37:15,159.17
2021-09-23 10:42:15,43.32
2021-09-23 10:47:15,138.37
2021-09-23 10:52:15,194.75
2021-09-23 10:57:15,122.9
2021-09-23 11:02:15,79.7
2021-09-23 11:07:15,167.7
2021-09-23 11:12:15,210.44
2021-09-23 11:17:15,145.41
2021-09-23 11:22:15,76.26
2021-09-23 11:27:16,110.92
2021-09-23 11:32:15,59.41
2021-09-23 11:37:15,63.2
2021-09-23 11:42:15,178.19
2021-09-23 11:47:15,101.64
2021-09-23 11:52:15,93.68
